x,y,z,value,timestamp
1586,1241,447,-5256,1076937280
120,1273,1139,853,1376720633
793,660,1672,5749,1417076435
1117,22,236,6291,1571953627
286,1928,1679,9593,1687047253
351,865,1037,7813,1769346135
1594,1261,1066,2068,1088121696
725,707,1293,-6689,1630773793
803,680,1654,4372,1711696280
1554,1143,157,3415,1693603713
1248,228,1568,5307,1962198209
308,1776,1562,-3622,1124665900
512,1434,52,-1325,1132101830
676,504,716,-34,1947664821
1063,204,384,5394,1046744940
370,877,1862,6845,1926309542
1191,1518,1343,-4142,1060801871
1962,1701,35,1134,1590406231
341,103,1253,-2068,1929353676
706,922,597,-658,1967722591
133,1081,215,-654,1999031664
846,1795,1212,1233,1730302851
1305,93,1822,5599,1794126777
132,1455,615,-7689,1846214451
764,1548,1028,-8215,1883477160
1467,523,855,1518,1488830792
268,158,199,8091,1479883498
1647,1856,303,6502,1758302962
1537,1094,532,-3291,1884649135
679,1274,956,-8454,1208104725
767,782,706,-6414,1075229332
859,1737,1224,9730,1538039634
864,7,1009,6204,1692789849
1067,1685,1443,-196,1806527363
58,464,224,-9008,1401575913
1462,1237,1383,952,1961312631
1511,498,365,1865,1751639098
25,1038,1379,1798,1560393219
55,538,1368,-5412,1405319558
1652,924,288,4139,1629517783
850,794,1148,-5562,1789818731
611,1542,1212,-973,1869986751
1925,935,551,2346,1670870093
376,668,1262,4342,1447075919
1160,262,512,3526,1697673541
666,1083,1873,-1011,1063130713
429,1536,679,-5334,1439018230
287,148,1839,-4410,1061000581
591,24,968,8033,1329136919
546,492,965,-6337,1050481849
57,1730,472,-6932,1843981784
1644,655,467,-7043,1162464735
117,1719,1699,-1463,1035981678
1502,1122,88,3260,1214635845
1605,919,804,-2758,1076012415
689,1032,851,9564,1962600512
45,626,1801,1869,1088152295
489,328,1277,-3057,1127619602
1797,178,500,4897,1112636239
1143,1398,497,-663,1592455499
1352,484,73,6744,1408241435
1520,494,977,-8010,1943431679
1802,217,314,4097,1533757463
1488,1281,996,-9397,1473101011
1232,548,128,-938,1829638474
263,1826,1068,-4113,1277984093
1095,1095,494,-7134,1331215275
561,1395,874,7449,1197243327
1406,1858,1397,-8066,1287561269
1759,39,166,7876,1012935256
1348,1006,1254,-826,1639658855
1043,19,1386,-9534,1684295272
846,717,1268,2267,1240690567
517,1569,960,8647,1907880246
714,1415,989,2640,1933245177
669,146,1755,-2959,1654240716
895,104,196,-2933,1101225312
461,262,184,-9048,1521958062
1289,25,1513,-2624,1182982215
578,943,273,4897,1743118028
238,1624,300,-5805,1322905898
823,1617,1948,-2493,1883201564
1591,1209,1567,166,1566458653
537,174,1146,-374,1607065482
1032,893,1907,-2594,1337788976
10,298,1092,2026,1004241200
209,535,892,7208,1655627079
934,897,1776,-2892,1377267384
416,1403,852,6888,1455830321
1404,778,882,9699,1445938779
130,908,1285,-8700,1195082797
1925,969,1748,5323,1827847760
1821,715,1520,8718,1082940635
1950,178,41,4789,1738690608
341,1591,1614,-1589,1848470358
1076,438,646,-6514,1806322694
1458,1759,1506,3624,1513452299
1542,10,215,-9143,1255638154
1391,1010,959,890,1996020845
857,754,1087,4118,1717220227
1278,1457,655,9291,1991189507
1743,1487,561,3130,1515018341
1424,1677,428,8208,1888851426
1828,1321,1472,1172,1199423176
1527,355,217,8985,1486448951
868,820,1658,-978,1806478665
737,1678,1141,-8247,1501968862
177,1229,1550,-7987,1438412594
573,684,947,-8238,1042523148
1875,318,569,2998,1164378500
1927,1194,750,2508,1407168450
1036,1800,50,1791,1077629535
140,1686,1290,8965,1325897891
933,306,650,9437,1795802650
592,1943,1055,4533,1864733704
989,1483,789,-6103,1981514072
342,887,1374,6816,1366663428
459,148,579,-9883,1948842597
1418,1574,6,-8961,1193684558
476,1647,966,4021,1511781891
436,888,58,2077,1091282360
910,139,479,2735,1304586591
566,690,1247,-4172,1261249779
869,527,1659,8547,1647516543
999,1487,1206,7679,1386740442
165,256,609,3195,1073410729
1460,1916,337,1228,1372178057
1233,648,1437,3614,1640057607
380,1866,1634,-1927,1072417428
1066,1643,464,-6307,1950549010
1463,1533,1512,-1202,1866690483
358,1744,765,2544,1039918466
392,736,198,8415,1232720581
966,1613,1822,-3322,1260957715
1268,212,1027,-1574,1698440721
1799,1377,1079,3583,1023321362
1827,883,139,760,1690791517
35,564,1072,1832,1330154904
1050,981,639,-3172,1632915875
80,1987,1932,-9007,1792554129
331,1511,1664,-8068,1542516962
1676,1414,1238,-6511,1278125728
117,1502,1212,3667,1298885335
825,771,566,-4065,1327905549
1152,580,146,7790,1182321272
1747,975,661,-317,1739287940
1911,444,1893,-8615,1500401024
1929,1465,227,-131,1676281191
168,916,624,6368,1680765331
217,1554,748,5105,1295084567
1201,1214,1591,3087,1795122952
542,941,337,-2880,1923519663
889,1890,802,-7281,1774854381
154,941,822,-7643,1291505614
1011,30,1839,-4498,1907951065
913,1248,1394,-1492,1689334791
1578,127,521,9284,1563209457
1359,1623,794,-7656,1105542801
212,916,344,-1249,1853327781
921,1392,1465,8063,1988745667
1261,248,523,3673,1376304187
491,1509,561,2435,1087451236
1726,1278,1704,-4364,1268859649
1728,70,1955,-9918,1098087451
1482,286,101,-4936,1621279551
1029,1199,1302,1485,1384518687
1463,631,1661,7209,1925486728
248,1631,942,-4245,1435037236
976,1945,1894,-2570,1075794470
1364,293,1793,8751,1221725966
581,87,518,4912,1177192228
190,148,960,-1726,1398297656
1297,1342,1917,3911,1862638931
123,296,1511,3571,1853920492
967,1733,136,169,1037636268
821,306,50,2619,1674615035
415,129,1917,4477,1724467115
1958,1799,1135,2477,1272188954
1130,1231,1767,4754,1103794173
1808,1736,1610,-1730,1268236812
1228,891,844,-8726,1795892405
1594,4,1959,8907,1901952700
1052,799,923,7584,1000277448
1378,40,60,-7830,1840625186
1869,496,412,-8713,1205384821
594,1587,1257,-9537,1191282106
732,984,688,-7132,1063669196
1456,1145,1326,-7376,1628206870
1662,1340,432,9920,1987415062
1886,105,1925,-5967,1719789312
707,627,1568,-9243,1340309332
1934,1965,1652,3049,1182247614
837,1156,1359,733,1634318908
765,207,1166,6019,1351789833
420,1235,1890,7742,1608297313
714,1991,601,4744,1449118002
1229,1312,1938,-9702,1620107726
547,189,690,7013,1412407792
457,214,1182,2067,1897308055
1170,100,502,1185,1533478264
1578,1409,1192,-8058,1436674122
369,1357,323,-1246,1587492101
1557,159,487,8863,1943320600
1814,1407,272,9200,1809188311
1366,532,1825,-3907,1836455435
1518,1062,984,-5818,1950662133
1006,855,658,-7729,1748875926
1935,242,1513,-157,1037337624
329,1720,1984,-8621,1857206248
36,1504,1020,-3835,1126079018
1292,48,783,1944,1176205577
773,984,1001,3242,1492708910
876,490,1176,-6215,1497518303
1569,148,58,-522,1728705338
504,517,1457,-7866,1036105019
1452,815,268,6549,1428013995
1427,514,1021,9801,1191719825
410,175,980,2604,1087028071
1524,1806,1388,-6773,1284464790
902,1497,1723,6985,1552510384
264,624,1790,-1569,1580944438
206,1711,669,4213,1299229427
270,816,605,-3506,1661979355
1370,873,1254,-1110,1999476380
724,1227,222,1396,1121819921
1369,150,779,-7178,1263060029
208,1725,595,6863,1829628613
1269,900,1422,-7593,1986133762
1522,1170,675,933,1977420404
228,541,781,-4107,1265071053
1908,37,1498,-6217,1831109252
1491,1651,1289,-2865,1529347846
1895,1864,1642,-6283,1899331280
1135,1751,1925,9494,1861899826
392,303,1744,5308,1426447982
871,757,1858,-5635,1772104784
842,1030,736,-1884,1014732320
911,1552,605,98,1049405017
195,1415,560,-3770,1430765912
866,1363,519,-1635,1784618293
1862,879,1166,-9604,1173842426
561,1290,877,3114,1450172410
1925,1540,1505,-856,1673579134
727,95,257,8827,1604594574
938,154,1511,6590,1615666851
465,511,255,9697,1279482398
899,1790,1337,-5882,1258476162
1670,680,337,-1583,1563662864
1082,1467,95,5656,1691166323
195,1253,1385,3185,1244164678
190,622,293,8610,1067820574
1085,684,153,2763,1549625254
788,317,228,-5104,1324250296
468,1165,108,7105,1124498482
724,1241,1373,5321,1693843782
384,309,549,8314,1715162043
1423,1312,1957,-3845,1736084548
229,1248,171,522,1635353450
1773,1680,530,-3902,1614788736
1864,803,1118,9504,1304645459
731,1014,1925,-5823,1630900569
1271,1049,1561,4496,1181136446
1528,1570,829,-9455,1524895280
221,1060,1008,-9314,1867318951
1220,1650,906,1261,1145339546
1590,1130,1904,630,1069669399
1418,1538,402,-5780,1655908766
35,1153,1467,5208,1121945907
488,903,1532,-3060,1592496900
1114,573,1236,432,1990759381
1057,389,1398,-1570,1256895269
657,1965,1884,8309,1318527224
1240,1009,1359,-4251,1788521330
1481,1885,991,5263,1620137843
187,434,639,1677,1907497912
102,1183,578,8328,1263702378
294,791,156,2932,1513165120
776,542,688,3397,1574224432
1765,981,1541,15,1427489978
1125,766,904,2749,1499179528
1677,1433,1045,2958,1797694905
1484,502,544,-8857,1378594574
1939,1088,294,-8846,1655177034
1337,1636,1858,5339,1052452454
1513,1738,617,3848,1853629133
1065,426,370,-5019,1496918443
433,1394,1548,1787,1626151518
1540,583,1014,-7225,1329679747
1357,733,1524,1048,1940562485
490,1303,2000,32,1711405680
64,224,97,8839,1618172706
1141,1405,807,3619,1701309740
1474,1528,1922,-1511,1476394069
1170,1243,1373,-9591,1879345427
930,1456,392,5379,1020155150
1421,1570,908,-1097,1888388847
409,559,1027,4513,1371885239
1406,1848,80,-9308,1804839225
366,1797,1156,6768,1055805896
1778,1230,843,749,1962451597
692,1164,68,-622,1189684793
1478,132,1397,2564,1888160059
1050,668,170,4207,1211572231
714,1007,1017,-4907,1007312980
1071,1188,947,-6565,1695634635
1832,1038,1106,-2046,1439386540
163,885,620,2278,1720246917
803,1225,1374,-2641,1955025273
1239,1119,1629,-5672,1076495456
808,173,250,9608,1619640301
695,1064,1462,6953,1816870184
1973,330,567,-5575,1748228420
1361,902,1331,7447,1794187861
137,1730,1746,-8882,1576276424
504,112,112,-9022,1513498747
1706,736,493,5838,1926869023
179,1964,1892,-702,1179539182
333,966,820,9477,1893348528
94,1496,496,4316,1179617555
800,1816,1652,-1016,1294483707
454,470,1668,-5762,1875137144
933,1113,1622,7101,1368944518
731,991,522,9230,1138221420
1688,781,1586,-5269,1521407524
1922,938,1503,4679,1221263246
36,1387,274,-3390,1987989663
876,92,491,-6637,1454531446
736,76,1052,4746,1939978736
761,706,1998,-7479,1533680502
449,1685,1181,9810,1762213511
272,1315,73,280,1901954839
1768,146,1377,5893,1703497352
956,175,1044,8057,1590971045
1867,1806,935,-1756,1638364796
523,531,1822,-4202,1232248391
246,1911,1056,-6024,1071651349
572,115,1334,5869,1260074730
198,1674,1274,-6725,1755482732
1411,1376,1207,4485,1375975490
1542,1977,850,7238,1236504937
359,823,1677,5740,1017517143
548,1973,705,4246,1633339950
1863,1147,1987,4713,1936145483
860,434,1775,-312,1555687180
1847,1724,809,941,1269566754
947,1637,1459,-5681,1141895289
426,1839,109,-3699,1030634246
1545,1067,677,-2671,1589266144
1826,1922,1134,6325,1039104460
735,1927,872,5905,1462521789
1053,118,320,-9381,1217120377
527,908,1857,-4269,1861715621
1792,498,500,-7099,1145645084
333,898,1806,7981,1061458026
1049,1801,167,-9660,1601506125
1151,1034,1613,5107,1982507704
1450,125,409,70,1296116022
636,1066,1295,-8708,1958194607
1487,950,1851,5522,1209083568
1557,1026,1934,-2587,1892955372
594,714,386,2835,1348510035
1929,454,646,9394,1434749448
1129,1491,649,3048,1714773639
1027,1389,394,7802,1900091580
1176,29,712,-8562,1343018939
320,1803,816,6669,1442146703
840,1620,996,2487,1394604431
839,551,48,3082,1007365580
22,1982,1950,8577,1225958092
56,503,958,139,1947689801
1576,1540,89,-9034,1676878949
1497,1542,1796,4222,1688708640
1980,457,1256,-5465,1287939054
1228,561,1831,8032,1750305298
546,113,478,-6727,1246333966
1317,504,1066,-3809,1508615414
1354,1645,1773,5321,1291571145
341,1129,1962,-1228,1183719991
1614,1081,1688,625,1093513267
899,1284,1013,1897,1460103133
673,815,1686,862,1577494045
1059,1434,517,3438,1630991581
1416,255,1117,-7289,1417039825
674,1906,532,4222,1252678997
772,1050,1490,-8023,1383073415
336,524,670,4759,1819629783
1246,1802,693,-7024,1470942487
93,769,1314,-569,1619384135
742,309,1570,6260,1406532971
174,788,716,1475,1264193034
285,1508,1987,-4058,1679493441
1348,827,894,-1685,1187699277
871,1412,1616,858,1075669353
1914,1188,1393,5355,1462742939
284,193,1971,-5726,1422395624
850,1828,490,277,1001647246
654,1611,1765,5678,1002547968
678,1183,1552,-6569,1803786418
1535,1589,973,6506,1680246735
999,836,834,-3010,1321306587
370,1121,1654,-2634,1217514598
286,425,1505,6728,1257203652
730,894,331,5953,1794528404
1452,432,961,-6928,1093625781
1165,169,1694,6658,1730261756
314,1761,1782,-9832,1799951483
821,5,607,1571,1320833045
1669,60,1236,4202,1835427545
1287,1730,1041,-4236,1219802103
1334,1469,1700,-7978,1069798293
1582,161,425,-706,1583838482
1880,350,863,2070,1787063307
680,172,278,7567,1997515494
1889,1318,2000,4433,1594295305
1577,1866,394,-905,1545929922
1525,144,1314,8837,1974360465
692,977,205,215,1860416552
1471,818,479,9932,1511403886
56,1245,26,-3594,1355651033
1693,1922,1599,1417,1858664840
1495,342,1282,8633,1486863715
1886,109,1220,3199,1354940304
59,171,950,5431,1161555977
995,489,435,7284,1760067788
418,346,1192,5581,1696346952
856,1756,1273,-6909,1118725658
1962,1799,498,-6925,1563025754
1574,1103,504,-2544,1409689092
719,1457,1134,9817,1984162089
567,1880,1580,-4957,1922336971
921,1042,1947,-2292,1598831684
160,863,1765,-85,1382062429
464,961,817,4257,1117522828
524,222,1142,-8206,1095325687
1969,488,1002,-85,1198354741
739,1918,1096,6367,1085371729
202,844,1798,6273,1101912925
625,1455,266,-4433,1777296575
917,750,613,-6845,1053688789
1199,650,1674,4799,1336441529
838,1032,685,-258,1157073560
50,838,770,4488,1989809709
221,371,549,-1129,1287025448
479,622,1041,571,1923060979
541,301,56,8523,1590443402
1288,1357,871,-9448,1872081213
1170,1001,1033,-1575,1750129794
1388,1040,394,7194,1606050696
400,1176,378,-48,1168361543
1352,1341,1610,6886,1072740234
178,277,1340,-3856,1673814862
853,324,1194,-2898,1585785131
1679,1824,1976,-5023,1543644296
1086,928,915,5996,1580098969
1494,1688,1679,6259,1216811597
253,1989,461,330,1944685869
27,472,712,5631,1276985668
507,499,1913,8946,1751113490
701,1808,1832,-9122,1881436619
1330,1926,389,9200,1473906770
1083,1723,1045,3288,1243196017
4,1942,536,-9105,1496597784
594,214,1217,6497,1537558945
1034,1073,1815,2991,1434144428
488,206,1752,7311,1219229465
801,973,598,3440,1721814575
412,496,1373,-8303,1264648864
599,1789,1215,-1126,1415932477
947,1577,1637,-8646,1142084153
1641,1764,1866,6000,1405750584
1138,19,1309,3610,1503638329
70,538,1145,-8424,1210557344
1095,425,597,-3804,1826789792
1529,27,888,-9007,1840970949
507,648,1515,1628,1405814287
546,1472,157,2651,1483347590
1859,379,105,-9744,1465803725
1153,243,302,-4433,1110515297
1147,1256,1074,-9369,1228680248
1354,295,893,-2872,1068366074
29,172,1738,-1837,1863857394
1042,1143,100,8365,1732941894
836,329,1233,2356,1682238029
837,351,1242,-5127,1208754749
240,1169,214,-4621,1191494273
822,860,905,1578,1401371534
704,454,1908,7737,1209472234
967,1340,425,531,1511795155
1222,1552,1495,6636,1529902691
1376,1791,1479,-2239,1321147675
1797,1653,815,7476,1760796899
1275,1797,1732,-2172,1659674510
200,1130,1587,1193,1958400043
1593,282,232,-1638,1936870367
931,1159,1610,290,1651371938
1183,404,1120,3765,1631995859
434,1135,421,-8828,1827704276
501,1828,1964,8218,1396140551
1513,1672,534,4902,1780525821
316,1059,1176,2269,1660292555
1362,515,1603,-5470,1126570972
254,1652,553,1261,1806083770
1052,708,773,-6065,1605428473
992,1798,1862,6731,1028523055
1677,601,1804,8309,1799729720
202,1610,1029,9305,1688443191
1519,1693,1627,-9664,1167107125
1208,80,198,7233,1807890693
1793,164,1091,-7248,1917002665
1903,520,73,5029,1694922142
1956,1975,279,8603,1288325352
1132,1890,1093,-3282,1070983464
1073,132,8,-8821,1950826901
1733,1001,1375,-9175,1944452306
1632,1858,737,6034,1265824793
1014,983,510,-3403,1614574890
1551,1341,1864,6463,1888874225
912,203,573,-8683,1636885647
1319,808,147,9326,1565001098
588,500,1563,-4108,1188154303
1754,58,406,-4742,1975238285
746,1921,608,-730,1041156516
1111,1675,247,-1812,1529404308
1659,339,1452,5897,1759769531
966,895,1515,-1928,1106584548
1710,196,1399,378,1067292661
1715,1571,1796,-1852,1437397780
1650,806,746,-6586,1840419315
1415,1510,484,-9258,1464866350
968,1226,1567,-7349,1871387641
427,465,1141,-1578,1244377394
1450,581,1488,2955,1242444628
1355,145,1068,-636,1475674626
796,226,1890,-4582,1332745780
67,799,1400,-5192,1642786745
1374,416,914,6567,1629920183
674,1404,1981,-345,1056074389
1720,553,995,6098,1992343710
1861,985,1201,-1874,1948487479
348,1808,1975,-8162,1542351524
1687,270,1112,-19,1111971905
1064,1296,1143,8732,1297690570
1798,846,1186,611,1587680276
1820,1363,548,6167,1131832125
420,1880,1638,3227,1702259799
1059,862,527,-3760,1442603105
1147,233,301,6899,1072183258
1516,166,989,-2888,1720420182
155,1830,5,421,1176141396
1395,1531,1540,-7378,1353623142
846,373,1020,8274,1793862637
425,144,1622,-5885,1243649811
1663,564,299,9940,1176954755
786,521,1783,5688,1412615835
1328,1243,848,500,1879411348
104,1967,502,-9588,1069327096
1630,1077,690,-9401,1483685698
1305,994,386,-9004,1666002061
764,698,1367,9993,1784824523
1008,919,1285,-6246,1284098140
436,1287,1904,4189,1606087451
1519,196,1888,4571,1071996004
657,1246,1374,-7196,1856425647
266,116,577,2419,1329144054
603,602,829,-5778,1504472721
539,138,434,9870,1521451320
1796,623,856,3296,1659248000
1162,1609,472,-43,1766623831
887,1591,615,9526,1063167463
1630,728,1408,5131,1337425087
333,5,929,-4353,1814386446
634,1136,1330,3615,1214606114
218,1356,1860,-7775,1256277559
559,413,453,8382,1100295288
386,312,22,-6511,1461979901
46,975,783,-5195,1413173397
695,61,873,237,1919599261
1635,1768,1915,-9075,1230295236
1825,833,1107,-241,1000007118
1494,828,1632,9327,1483170868
329,322,729,5155,1200720149
502,1312,138,-5869,1116308894
75,922,376,2384,1825883317
1652,1692,626,-5061,1525896699
381,661,130,3073,1041041203
1578,1393,1218,3781,1280602373
944,1000,1940,-7242,1433573396
1901,670,428,1432,1297448299
490,1637,514,4328,1639461368
1965,1939,1239,50,1768151242
1070,31,667,5925,1067319400
1811,1053,177,8299,1535509831
1069,1895,166,5855,1492495065
1946,71,1238,5837,1421739620
394,381,1253,-5125,1224285893
911,392,272,-3271,1375205288
236,1800,589,-4896,1792681880
468,1530,1448,519,1848407348
1592,1877,612,-340,1743302117
500,375,588,-9639,1560120366
1410,815,499,-5508,1554378542
410,203,889,7924,1806470372
318,1963,1386,2541,1588783427
1086,1953,1517,-4248,1508518050
1580,4,1639,6821,1438945471
1862,1363,1673,1980,1992897274
85,1494,333,-7788,1785983131
1479,449,864,-8412,1538674005
84,1935,794,-8520,1602953427
1804,456,1669,-7440,1786680233
1443,973,555,-5518,1860992580
992,530,583,7372,1929914369
1947,1215,1217,8028,1579922316
243,780,1522,8324,1742874109
1129,482,1334,-1,1537918990
1749,1459,599,-4466,1447741401
372,1504,762,-9335,1314120575
157,255,1147,621,1867084592
1670,1765,742,3126,1373782960
978,876,207,-9248,1593521829
1830,332,1066,6948,1252720735
530,877,1165,-8358,1649430337
1,770,1794,9819,1370533238
668,514,729,2606,1802715079
1580,409,1674,-3644,1343637699
313,667,1871,-4027,1451933471
154,649,1182,7961,1797537429
381,780,1052,-6860,1741432588
107,1912,649,3963,1143781363
697,91,877,2321,1588327795
84,397,1292,2665,1977415281
105,344,838,377,1133660791
1794,1524,1854,2523,1245695160
649,1319,423,5700,1206496935
1359,1865,270,-3104,1867898968
599,372,1702,9908,1059381447
1930,36,5,-1656,1529526512
859,1538,818,-1645,1339424463
1233,1626,320,4194,1540733637
53,1112,1546,5220,1902407488
1874,1650,469,-8653,1772571377
1168,95,1174,689,1176726493
441,1777,449,2516,1203380685
1623,236,521,999,1290530144
1295,845,1883,-7202,1389167385
369,372,1449,1354,1401536439
1742,660,209,9058,1700792972
802,1018,644,6053,1529914047
879,166,894,-1257,1777125217
1563,1543,1823,6393,1063766877
1587,563,333,-6196,1837696271
21,38,1283,-9719,1972460572
876,1764,256,-5948,1746897922
1845,1123,352,-3102,1832111168
755,1079,871,-3315,1424889024
489,1501,1915,7850,1477323842
1131,1175,417,-7169,1691157205
548,1444,1066,9694,1064888489
618,571,1160,1133,1195324844
841,775,1964,2779,1911152959
566,751,957,-8113,1710219026
1912,1740,1813,-5038,1954521063
1422,1622,837,9756,1128124160
1831,636,1833,6701,1731883010
21,526,89,2187,1282464287
209,311,992,-2715,1222856208
587,1974,751,-8455,1766333891
1579,1418,742,2542,1753041435
385,738,444,7368,1317343477
1732,976,1796,3611,1185103434
436,801,289,-4975,1559456293
1050,310,1860,2336,1701397194
117,950,251,-2445,1341661662
1693,966,1224,2535,1438996384
1229,1984,1515,-273,1264193687
665,803,1238,1718,1959422270
1811,1412,1855,-6674,1853767120
469,1198,610,5263,1991771984
658,1217,625,-2458,1291812121
1252,791,924,5063,1841659727
1150,967,1316,-2554,1490168447
137,1363,745,-3991,1759626079
1023,403,455,-8146,1699783746
1517,105,1644,4028,1148834500
1783,1707,978,4421,1153035563
1976,1299,943,-7122,1068171214
1291,503,666,3101,1636495785
1623,567,1702,5925,1751543849
1493,137,345,4195,1521074728
458,862,684,-8199,1504987414
1519,425,1805,-2053,1127615405
1386,517,1805,-9090,1510632323
526,1239,1941,-9741,1006832710
872,1034,511,-4675,1468378896
296,89,1878,-4208,1711885122
221,1480,1904,-4506,1237342016
46,1192,25,7332,1457713393
226,324,33,6508,1585139050
703,1149,432,-7983,1411254420
1548,1767,674,2904,1720365769
1743,485,471,1993,1215766335
1859,780,1081,1983,1754661492
407,86,1321,-5550,1713990970
531,157,1432,7653,1463972247
1615,645,1007,-5452,1234956382
883,600,1706,-9889,1212852093
48,1483,1985,2576,1528023258
657,122,1267,9629,1803298421
196,1957,1862,8459,1750137833
926,679,1959,434,1340932047
1338,634,1419,-9513,1314400753
1001,785,1582,4153,1234999095
1209,89,735,4252,1375004103
286,1188,681,-4174,1422091272
399,759,1217,-8309,1298383291
411,1878,560,-5658,1031128886
950,714,911,5449,1943470965
806,797,149,-1941,1001822545
461,35,1754,3333,1699667432
11,217,1212,429,1413607791
900,1007,396,-6986,1853251862
1091,1127,570,-5289,1837569318
292,545,1011,7623,1643796112
404,127,786,8436,1724615388
296,1961,1819,-9238,1770777530
702,1834,1530,2276,1315478864
1360,414,1058,-7682,1168316038
1148,1496,731,7760,1198903393
1213,552,432,7669,1040377824
1822,28,376,152,1102906027
1452,347,828,-8913,1224287707
682,1832,1899,102,1194305513
659,1308,1289,8316,1385263039
1752,1402,1783,274,1549206268
1979,1625,79,-7678,1202515621
257,798,558,-223,1521088750
441,1975,1662,9181,1589897614
525,984,63,5405,1703103402
584,1083,1558,3459,1676247273
1437,736,433,-6845,1187168145
1422,1351,1130,2088,1401356836
1870,350,920,9655,1887810643
1759,1232,1563,-3479,1410508061
807,370,706,-94,1541029862
1326,1360,1821,-9834,1124214291
1290,1409,112,-2548,1798144427
172,935,1403,-1757,1703233801
1029,1862,1003,-9049,1305331722
191,1612,1079,5227,1981708454
1501,900,1116,2491,1264131110
1615,37,932,6384,1069704417
1072,55,783,1260,1629604095
933,471,446,7352,1822195268
186,616,1352,-2172,1340150015
1853,1982,1347,9509,1484145411
411,1426,1460,-3305,1371498250
1893,1502,167,-7374,1367309355
1967,749,1640,-5152,1272658039
180,713,1493,5803,1478204697
1222,345,1308,768,1582099509
1286,1447,648,-2919,1996878287
1688,51,1868,8795,1883398596
1889,1950,1658,-5342,1174874390
893,1925,1803,2430,1391697928
1947,1312,1061,-5734,1804404352
1925,1295,1330,-2273,1964101925
1346,1861,1737,6496,1121614592
1812,1549,549,-658,1824907251
1220,390,377,8116,1648281832
1599,710,694,4759,1646712591
233,1056,1380,-8148,1354173513
387,1532,419,5472,1783658873
1631,1562,1149,311,1695824554
235,1977,1734,-4503,1164051116
352,1492,1171,1973,1682008271
1267,444,1617,974,1696531216
882,556,845,-7995,1014219072
1703,736,886,-6287,1313795046
181,1627,1807,-8469,1865035492
546,1715,1144,6522,1408605313
1037,1187,818,1243,1470081324
131,1402,539,3740,1962704462
1031,563,1472,6110,1194923009
1031,1212,811,-2688,1001148079
1115,254,263,-7319,1632518624
886,922,1297,-2047,1676347424
1242,988,250,-5244,1866765692
1929,1286,778,-3071,1515761643
1833,1382,898,-3972,1515581221
412,23,1663,-6633,1314043094
63,1066,745,-9066,1695891322
1016,82,1051,1232,1850366680
169,933,827,4541,1365056483
1432,162,1344,3088,1083413293
63,1929,261,5875,1685055508
1815,903,1185,8338,1907100374
1040,1630,697,-2076,1236002676
1280,1209,886,-7028,1655800051
410,1402,1635,6844,1091369288
1590,89,984,8006,1785137246
292,1595,1049,-2040,1443144018
930,1238,855,-6338,1925179877
284,1496,18,6103,1616144755
740,1165,1006,-9462,1669036833
1817,396,325,-6567,1290434079
231,1126,1603,-7245,1724717687
1109,604,468,9789,1505017978
1412,1273,104,-6925,1530200128
1464,581,1673,-9267,1262250507
1277,1772,907,-3968,1792198887
380,504,569,-4332,1713218496
1340,187,1892,463,1323429010
444,1111,68,-9401,1877997198
934,264,1620,8643,1150821825
429,862,716,4560,1830459895
1233,1077,1205,-6602,1304188777
886,1146,691,4190,1780001786
524,1230,1963,-3942,1165663417
874,1712,125,-1756,1187014962
223,987,312,1844,1782317777
566,1508,1657,-8811,1101471150
521,1144,1697,4194,1106818098
1955,303,900,-6919,1985453810
481,1508,1468,9517,1026993577
679,397,845,-5763,1462607499
144,897,1936,6323,1840515580
168,1383,474,725,1221159172
1981,1063,1343,9085,1650621035
115,1162,796,9225,1377540173
1174,596,1318,2803,1642353939
798,309,1162,-4902,1936452618
616,16,663,8307,1711220129
1823,104,1899,4519,1258719196
1800,864,1879,1631,1421717679
163,169,1052,4826,1793328051
1548,529,103,5691,1742504596
531,1252,1201,-7627,1816871497
1745,243,1739,1846,1891494697
734,405,1274,-9057,1133549311
726,1181,1278,4395,1205799599
819,1760,595,-2527,1849134535
668,1534,1949,-9086,1693892758
961,95,1506,-6279,1674998243
1655,1270,323,9052,1402169493
5,1310,724,-8666,1875923409
1062,862,1900,2781,1084563828
14,1820,1244,-6500,1787073968
1412,885,739,-8757,1305105367
1292,1306,1649,-3582,1615706196
1388,1433,1076,-8311,1844215053
711,13,619,74,1179100170
178,1923,1073,490,1125304379
1963,257,111,-1836,1688742591
791,1696,298,3941,1359846016
1539,1884,449,-3226,1404425700
680,867,596,-2033,1462681683
1160,513,1317,-4157,1003049070
915,757,1963,-774,1155127745
1742,659,710,-4564,1262534528
609,1489,1421,8566,1923743543
499,1453,1513,-5651,1835438490
1741,574,168,629,1724391689
801,1031,1129,-8689,1813672361
1773,1351,1473,4848,1154202182
1130,683,887,-9755,1030519354
999,448,1116,7420,1662720240
1658,662,35,-6127,1950954438
1121,1822,12,877,1085052581
18,1553,1596,2139,1125556969
1424,1676,1475,-7382,1612998461
1964,1666,1975,-3319,1090961917
1539,1448,582,374,1015843368
637,231,189,1988,1542197039
1441,261,281,7269,1157877254
641,1033,734,5276,1758825578
917,1727,17,-4502,1604054703
1140,1304,79,4785,1759578457
1691,239,1247,2063,1452003131
57,704,1902,-5668,1547699788
1721,739,1908,2321,1158007103
697,667,1314,6971,1083626134
1429,1538,1935,-2060,1801343508
